gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,avg_score
MALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,NONE,89,76,74,79.66666666666667
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,COMPLETED,58,70,68,65.33333333333333
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,65,64,62,63.666666666666664
MALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,68,60,53,60.333333333333336
MALE,GROUP A,SOME HIGH SCHOOL,STANDARD,COMPLETED,47,49,49,48.333333333333336
FEMALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,71,83,83,79.0
FEMALE,GROUP B,SOME HIGH SCHOOL,STANDARD,COMPLETED,60,70,70,66.66666666666667
MALE,GROUP D,MASTER'S DEGREE,STANDARD,NONE,80,80,72,77.33333333333333
MALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,54,52,52,52.666666666666664
FEMALE,GROUP E,SOME COLLEGE,STANDARD,NONE,62,73,70,68.33333333333333
FEMALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,64,73,68,68.33333333333333
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,78,77,77,77.33333333333333
FEMALE,GROUP B,SOME COLLEGE,STANDARD,NONE,70,75,78,74.33333333333333
FEMALE,GROUP C,MASTER'S DEGREE,FREE/REDUCED,COMPLETED,65,81,81,75.66666666666667
FEMALE,GROUP C,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,64,79,77,73.33333333333333
MALE,GROUP C,SOME COLLEGE,STANDARD,COMPLETED,79,79,78,78.66666666666667
FEMALE,GROUP C,SOME HIGH SCHOOL,FREE/REDUCED,NONE,44,50,51,48.333333333333336
FEMALE,GROUP E,HIGH SCHOOL,STANDARD,NONE,99,93,90,94.0
MALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,76,73,68,72.33333333333333
MALE,GROUP D,SOME HIGH SCHOOL,FREE/REDUCED,NONE,59,42,41,47.333333333333336
FEMALE,GROUP C,BACHELOR'S DEGREE,STANDARD,NONE,63,75,81,73.0
FEMALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,69,72,77,72.66666666666667
FEMALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,88,92,95,91.66666666666667
FEMALE,GROUP E,SOME COLLEGE,FREE/REDUCED,NONE,71,76,70,72.33333333333333
MALE,GROUP C,BACHELOR'S DEGREE,STANDARD,NONE,69,63,61,64.33333333333333
MALE,GROUP C,SOME COLLEGE,STANDARD,NONE,58,49,42,49.666666666666664
FEMALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,47,53,58,52.666666666666664
FEMALE,GROUP D,SOME COLLEGE,STANDARD,NONE,65,70,71,68.66666666666667
MALE,GROUP B,SOME COLLEGE,STANDARD,COMPLETED,88,85,76,83.0
MALE,GROUP C,BACHELOR'S DEGREE,STANDARD,NONE,83,78,73,78.0
FEMALE,GROUP C,SOME HIGH SCHOOL,STANDARD,COMPLETED,85,92,93,90.0
FEMALE,GROUP E,HIGH SCHOOL,STANDARD,COMPLETED,59,63,75,65.66666666666667
FEMALE,GROUP C,SOME HIGH SCHOOL,FREE/REDUCED,NONE,65,86,80,77.0
MALE,GROUP B,BACHELOR'S DEGREE,FREE/REDUCED,NONE,73,56,57,62.0
MALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,53,52,42,49.0
MALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,45,48,46,46.333333333333336
FEMALE,GROUP D,BACHELOR'S DEGREE,FREE/REDUCED,NONE,73,79,84,78.66666666666667
FEMALE,GROUP D,SOME COLLEGE,FREE/REDUCED,COMPLETED,70,78,78,75.33333333333333
FEMALE,GROUP B,SOME HIGH SCHOOL,STANDARD,NONE,37,46,46,43.0
MALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,81,82,82,81.66666666666667
MALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,97,82,88,89.0
FEMALE,GROUP B,SOME HIGH SCHOOL,STANDARD,NONE,67,89,82,79.33333333333333
MALE,GROUP B,BACHELOR'S DEGREE,FREE/REDUCED,NONE,88,75,76,79.66666666666667
MALE,GROUP E,SOME HIGH SCHOOL,STANDARD,COMPLETED,77,76,77,76.66666666666667
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,76,70,68,71.33333333333333
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,86,73,70,76.33333333333333
MALE,GROUP C,SOME HIGH SCHOOL,STANDARD,COMPLETED,63,60,57,60.0
FEMALE,GROUP E,BACHELOR'S DEGREE,STANDARD,NONE,65,73,75,71.0
MALE,GROUP D,HIGH SCHOOL,FREE/REDUCED,COMPLETED,78,77,80,78.33333333333333
MALE,GROUP B,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,67,62,60,63.0
MALE,GROUP A,SOME HIGH SCHOOL,STANDARD,COMPLETED,46,41,43,43.333333333333336
MALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,71,74,68,71.0
MALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,COMPLETED,40,46,50,45.333333333333336
MALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,90,87,75,84.0
MALE,GROUP A,SOME COLLEGE,FREE/REDUCED,COMPLETED,81,78,81,80.0
MALE,GROUP D,SOME HIGH SCHOOL,FREE/REDUCED,NONE,56,54,52,54.0
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,67,84,81,77.33333333333333
MALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,NONE,80,76,64,73.33333333333333
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,74,75,83,77.33333333333333
MALE,GROUP A,SOME COLLEGE,STANDARD,NONE,69,67,69,68.33333333333333
MALE,GROUP E,SOME COLLEGE,STANDARD,COMPLETED,99,87,81,89.0
MALE,GROUP C,SOME HIGH SCHOOL,STANDARD,NONE,51,52,44,49.0
FEMALE,GROUP B,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,53,71,67,63.666666666666664
FEMALE,GROUP D,HIGH SCHOOL,FREE/REDUCED,NONE,49,57,52,52.666666666666664
FEMALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,NONE,73,76,80,76.33333333333333
MALE,GROUP B,BACHELOR'S DEGREE,STANDARD,NONE,66,60,57,61.0
MALE,GROUP D,BACHELOR'S DEGREE,STANDARD,COMPLETED,67,61,68,65.33333333333333
FEMALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,68,67,69,68.0
FEMALE,GROUP C,BACHELOR'S DEGREE,STANDARD,COMPLETED,59,64,75,66.0
MALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,71,66,65,67.33333333333333
FEMALE,GROUP D,MASTER'S DEGREE,STANDARD,COMPLETED,77,82,91,83.33333333333333
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,83,72,78,77.66666666666667
MALE,GROUP B,BACHELOR'S DEGREE,STANDARD,NONE,63,71,69,67.66666666666667
FEMALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,56,65,63,61.333333333333336
FEMALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,COMPLETED,67,79,84,76.66666666666667
FEMALE,GROUP E,HIGH SCHOOL,STANDARD,NONE,75,86,79,80.0
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,71,81,80,77.33333333333333
FEMALE,GROUP C,SOME HIGH SCHOOL,FREE/REDUCED,NONE,43,53,53,49.666666666666664
FEMALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,NONE,41,46,43,43.333333333333336
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,82,90,94,88.66666666666667
MALE,GROUP C,SOME COLLEGE,STANDARD,NONE,61,61,62,61.333333333333336
MALE,GROUP A,SOME COLLEGE,FREE/REDUCED,NONE,28,23,19,23.333333333333332
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,82,75,77,78.0
FEMALE,GROUP B,SOME HIGH SCHOOL,STANDARD,NONE,41,55,51,49.0
MALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,71,60,61,64.0
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,47,37,35,39.666666666666664
MALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,62,56,53,57.0
MALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,NONE,90,78,81,83.0
FEMALE,GROUP C,BACHELOR'S DEGREE,STANDARD,NONE,83,93,95,90.33333333333333
FEMALE,GROUP B,SOME COLLEGE,FREE/REDUCED,NONE,61,68,66,65.0
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,COMPLETED,76,70,69,71.66666666666667
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,49,51,43,47.666666666666664
FEMALE,GROUP B,SOME HIGH SCHOOL,FREE/REDUCED,NONE,24,38,27,29.666666666666668
FEMALE,GROUP D,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,35,55,60,50.0
MALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,NONE,58,61,52,57.0
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,61,73,63,65.66666666666667
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,COMPLETED,69,76,74,73.0
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,67,72,67,68.66666666666667
MALE,GROUP D,SOME COLLEGE,STANDARD,NONE,79,73,67,73.0
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,72,80,75,75.66666666666667
MALE,GROUP B,SOME COLLEGE,STANDARD,NONE,62,61,57,60.0
FEMALE,GROUP C,BACHELOR'S DEGREE,STANDARD,COMPLETED,77,94,95,88.66666666666667
MALE,GROUP D,HIGH SCHOOL,FREE/REDUCED,NONE,75,74,66,71.66666666666667
MALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,NONE,87,74,76,79.0
FEMALE,GROUP B,BACHELOR'S DEGREE,STANDARD,NONE,52,65,69,62.0
MALE,GROUP E,SOME COLLEGE,STANDARD,NONE,66,57,52,58.333333333333336
FEMALE,GROUP C,SOME COLLEGE,STANDARD,COMPLETED,63,78,80,73.66666666666667
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,46,58,57,53.666666666666664
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,59,71,70,66.66666666666667
FEMALE,GROUP B,BACHELOR'S DEGREE,STANDARD,NONE,61,72,70,67.66666666666667
MALE,GROUP A,ASSOCIATE'S DEGREE,STANDARD,NONE,63,61,61,61.666666666666664
FEMALE,GROUP C,SOME COLLEGE,FREE/REDUCED,COMPLETED,42,66,69,59.0
MALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,59,62,61,60.666666666666664
FEMALE,GROUP D,SOME COLLEGE,STANDARD,NONE,80,90,89,86.33333333333333
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,58,62,59,59.666666666666664
MALE,GROUP B,SOME HIGH SCHOOL,STANDARD,COMPLETED,85,84,78,82.33333333333333
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,52,58,58,56.0
FEMALE,GROUP D,SOME HIGH SCHOOL,FREE/REDUCED,NONE,27,34,32,31.0
MALE,GROUP C,SOME COLLEGE,STANDARD,NONE,59,60,58,59.0
MALE,GROUP A,BACHELOR'S DEGREE,FREE/REDUCED,COMPLETED,49,58,60,55.666666666666664
MALE,GROUP C,HIGH SCHOOL,STANDARD,COMPLETED,69,58,53,60.0
MALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,NONE,61,66,61,62.666666666666664
FEMALE,GROUP A,SOME HIGH SCHOOL,FREE/REDUCED,NONE,44,64,58,55.333333333333336
FEMALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,73,84,85,80.66666666666667
MALE,GROUP E,SOME COLLEGE,STANDARD,NONE,84,77,71,77.33333333333333
FEMALE,GROUP C,SOME COLLEGE,FREE/REDUCED,COMPLETED,45,73,70,62.666666666666664
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,74,74,72,73.33333333333333
FEMALE,GROUP D,SOME COLLEGE,STANDARD,COMPLETED,82,97,96,91.66666666666667
FEMALE,GROUP D,BACHELOR'S DEGREE,STANDARD,NONE,59,70,73,67.33333333333333
MALE,GROUP E,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,46,43,41,43.333333333333336
FEMALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,80,90,82,84.0
FEMALE,GROUP D,MASTER'S DEGREE,FREE/REDUCED,COMPLETED,85,95,100,93.33333333333333
FEMALE,GROUP A,SOME HIGH SCHOOL,STANDARD,NONE,71,83,77,77.0
MALE,GROUP A,BACHELOR'S DEGREE,STANDARD,NONE,66,64,62,64.0
FEMALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,NONE,80,86,83,83.0
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,87,100,95,94.0
MALE,GROUP C,MASTER'S DEGREE,FREE/REDUCED,NONE,79,81,71,77.0
FEMALE,GROUP E,SOME HIGH SCHOOL,FREE/REDUCED,NONE,38,49,45,44.0
FEMALE,GROUP A,SOME HIGH SCHOOL,FREE/REDUCED,NONE,38,43,43,41.333333333333336
FEMALE,GROUP E,SOME COLLEGE,STANDARD,NONE,67,76,75,72.66666666666667
FEMALE,GROUP E,BACHELOR'S DEGREE,STANDARD,NONE,64,73,70,69.0
FEMALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,57,78,67,67.33333333333333
FEMALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,62,64,64,63.333333333333336
MALE,GROUP D,MASTER'S DEGREE,STANDARD,NONE,73,70,75,72.66666666666667
MALE,GROUP E,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,73,67,59,66.33333333333333
FEMALE,GROUP D,SOME COLLEGE,STANDARD,NONE,77,68,77,74.0
MALE,GROUP E,SOME COLLEGE,STANDARD,NONE,76,67,67,70.0
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,57,54,56,55.666666666666664
FEMALE,GROUP C,SOME HIGH SCHOOL,STANDARD,COMPLETED,65,74,77,72.0
MALE,GROUP A,HIGH SCHOOL,FREE/REDUCED,NONE,48,45,41,44.666666666666664
FEMALE,GROUP B,HIGH SCHOOL,FREE/REDUCED,NONE,50,67,63,60.0
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,85,89,95,89.66666666666667
MALE,GROUP B,SOME HIGH SCHOOL,STANDARD,NONE,74,63,57,64.66666666666667
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,60,59,54,57.666666666666664
FEMALE,GROUP C,SOME HIGH SCHOOL,STANDARD,COMPLETED,59,54,67,60.0
MALE,GROUP A,SOME COLLEGE,STANDARD,NONE,53,43,43,46.333333333333336
FEMALE,GROUP A,SOME COLLEGE,FREE/REDUCED,NONE,49,65,55,56.333333333333336
FEMALE,GROUP D,HIGH SCHOOL,STANDARD,COMPLETED,88,99,100,95.66666666666667
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,54,59,62,58.333333333333336
FEMALE,GROUP C,SOME HIGH SCHOOL,STANDARD,NONE,63,73,68,68.0
MALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,65,65,63,64.33333333333333
FEMALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,NONE,82,80,77,79.66666666666667
FEMALE,GROUP D,HIGH SCHOOL,FREE/REDUCED,COMPLETED,52,57,56,55.0
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,87,84,85,85.33333333333333
FEMALE,GROUP D,MASTER'S DEGREE,STANDARD,COMPLETED,70,71,74,71.66666666666667
MALE,GROUP E,SOME COLLEGE,STANDARD,COMPLETED,84,83,78,81.66666666666667
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,71,66,60,65.66666666666667
MALE,GROUP B,SOME HIGH SCHOOL,STANDARD,COMPLETED,63,67,67,65.66666666666667
FEMALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,COMPLETED,51,72,79,67.33333333333333
MALE,GROUP E,HIGH SCHOOL,STANDARD,NONE,84,73,69,75.33333333333333
MALE,GROUP C,BACHELOR'S DEGREE,STANDARD,COMPLETED,71,74,68,71.0
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,74,73,67,71.33333333333333
MALE,GROUP D,SOME COLLEGE,STANDARD,NONE,68,59,62,63.0
MALE,GROUP E,HIGH SCHOOL,FREE/REDUCED,COMPLETED,57,56,54,55.666666666666664
FEMALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,82,93,93,89.33333333333333
FEMALE,GROUP D,HIGH SCHOOL,STANDARD,COMPLETED,57,58,64,59.666666666666664
FEMALE,GROUP D,MASTER'S DEGREE,FREE/REDUCED,COMPLETED,47,58,67,57.333333333333336
FEMALE,GROUP A,SOME HIGH SCHOOL,STANDARD,COMPLETED,59,85,80,74.66666666666667
MALE,GROUP B,SOME COLLEGE,FREE/REDUCED,NONE,41,39,34,38.0
FEMALE,GROUP C,SOME COLLEGE,FREE/REDUCED,NONE,62,67,62,63.666666666666664
MALE,GROUP C,BACHELOR'S DEGREE,STANDARD,NONE,86,83,86,85.0
MALE,GROUP C,SOME HIGH SCHOOL,FREE/REDUCED,NONE,69,71,65,68.33333333333333
MALE,GROUP A,SOME HIGH SCHOOL,FREE/REDUCED,NONE,65,59,53,59.0
MALE,GROUP C,SOME HIGH SCHOOL,FREE/REDUCED,NONE,68,63,54,61.666666666666664
MALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,64,66,59,63.0
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,61,72,70,67.66666666666667
MALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,61,56,55,57.333333333333336
FEMALE,GROUP A,SOME HIGH SCHOOL,FREE/REDUCED,NONE,47,59,50,52.0
MALE,GROUP C,SOME HIGH SCHOOL,STANDARD,NONE,73,66,66,68.33333333333333
MALE,GROUP C,SOME COLLEGE,FREE/REDUCED,COMPLETED,50,48,53,50.333333333333336
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,75,68,64,69.0
MALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,75,66,73,71.33333333333333
MALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,70,56,51,59.0
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,COMPLETED,89,88,82,86.33333333333333
FEMALE,GROUP C,SOME COLLEGE,STANDARD,COMPLETED,67,81,79,75.66666666666667
FEMALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,78,81,80,79.66666666666667
FEMALE,GROUP A,SOME HIGH SCHOOL,FREE/REDUCED,NONE,59,73,69,67.0
FEMALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,NONE,73,83,76,77.33333333333333
MALE,GROUP A,SOME HIGH SCHOOL,FREE/REDUCED,NONE,79,82,73,78.0
FEMALE,GROUP C,SOME HIGH SCHOOL,STANDARD,COMPLETED,67,74,77,72.66666666666667
MALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,69,66,60,65.0
MALE,GROUP C,HIGH SCHOOL,STANDARD,COMPLETED,86,81,80,82.33333333333333
MALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,47,46,42,45.0
MALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,NONE,81,73,72,75.33333333333333
FEMALE,GROUP C,SOME COLLEGE,FREE/REDUCED,COMPLETED,64,85,85,78.0
FEMALE,GROUP E,SOME COLLEGE,STANDARD,NONE,100,92,97,96.33333333333333
FEMALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,65,77,74,72.0
MALE,GROUP C,SOME COLLEGE,FREE/REDUCED,NONE,65,58,49,57.333333333333336
FEMALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,53,61,62,58.666666666666664
MALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,NONE,37,56,47,46.666666666666664
FEMALE,GROUP D,BACHELOR'S DEGREE,STANDARD,NONE,79,89,89,85.66666666666667
MALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,53,54,48,51.666666666666664
FEMALE,GROUP E,BACHELOR'S DEGREE,STANDARD,NONE,100,100,100,100.0
MALE,GROUP B,HIGH SCHOOL,STANDARD,COMPLETED,72,65,68,68.33333333333333
MALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,NONE,53,58,55,55.333333333333336
MALE,GROUP B,SOME COLLEGE,FREE/REDUCED,NONE,54,54,45,51.0
FEMALE,GROUP E,SOME COLLEGE,STANDARD,NONE,71,70,76,72.33333333333333
FEMALE,GROUP C,SOME COLLEGE,FREE/REDUCED,NONE,77,90,91,86.0
MALE,GROUP A,BACHELOR'S DEGREE,STANDARD,COMPLETED,75,58,62,65.0
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,84,87,91,87.33333333333333
FEMALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,26,31,38,31.666666666666668
MALE,GROUP A,HIGH SCHOOL,FREE/REDUCED,COMPLETED,72,67,65,68.0
FEMALE,GROUP A,HIGH SCHOOL,FREE/REDUCED,COMPLETED,77,88,85,83.33333333333333
MALE,GROUP C,SOME COLLEGE,STANDARD,NONE,91,74,76,80.33333333333333
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,83,85,90,86.0
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,63,69,74,68.66666666666667
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,68,86,84,79.33333333333333
FEMALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,59,67,61,62.333333333333336
FEMALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,90,90,91,90.33333333333333
FEMALE,GROUP D,BACHELOR'S DEGREE,STANDARD,COMPLETED,71,76,83,76.66666666666667
MALE,GROUP E,BACHELOR'S DEGREE,STANDARD,COMPLETED,76,62,66,68.0
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,80,68,72,73.33333333333333
FEMALE,GROUP D,MASTER'S DEGREE,STANDARD,NONE,55,64,70,63.0
MALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,NONE,76,71,67,71.33333333333333
MALE,GROUP B,HIGH SCHOOL,STANDARD,COMPLETED,73,71,68,70.66666666666667
FEMALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,52,59,56,55.666666666666664
MALE,GROUP C,SOME COLLEGE,FREE/REDUCED,NONE,68,68,61,65.66666666666667
MALE,GROUP A,HIGH SCHOOL,STANDARD,NONE,59,52,46,52.333333333333336
FEMALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,NONE,49,52,54,51.666666666666664
MALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,70,74,71,71.66666666666667
MALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,61,47,56,54.666666666666664
FEMALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,60,75,74,69.66666666666667
MALE,GROUP B,SOME HIGH SCHOOL,STANDARD,COMPLETED,64,53,57,58.0
MALE,GROUP A,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,79,82,82,81.0
FEMALE,GROUP A,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,65,85,76,75.33333333333333
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,64,64,70,66.0
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,83,83,90,85.33333333333333
FEMALE,GROUP C,BACHELOR'S DEGREE,STANDARD,NONE,81,88,90,86.33333333333333
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,54,64,68,62.0
MALE,GROUP D,HIGH SCHOOL,STANDARD,COMPLETED,68,64,66,66.0
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,54,48,52,51.333333333333336
